Procedures,URL,Tactic1,Tactic2,Tactic3,Tactic4
"DropBook can communicate with its operators by exploiting the Simplenote, DropBox, and the social media platform, Facebook, where it can create fake accounts to control the backdoor and receive instructions.",https://attack.mitre.org//techniques/T1102,COMMAND_AND_CONTROL,,,
Volt Typhoon has copied web shells between servers in targeted environments.,https://attack.mitre.org//techniques/T1570,LATERAL_MOVEMENT,,,
RGDoor uploads and downloads files to and from the victim’s machine.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
Crimson can identify the user on a targeted system.,https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
ZIRCONIUM has used a tool to open a Windows Command Shell on a remote host.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
KOPILUWAK can enumerate current running processes on the targeted machine.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
"During Night Dragon, threat actors sent spearphishing emails containing links to compromised websites where malware was downloaded.",https://attack.mitre.org//techniques/T1566/002,INITIAL_ACCESS,,,
SMOKEDHAM has been delivered via malicious links in phishing emails.,https://attack.mitre.org//techniques/T1598/003,RECONNAISSANCE,,,
"The file name AcroRD32.exe, a legitimate process name for Adobe's Acrobat Reader, was used by APT1 as a name for malware.",https://attack.mitre.org//techniques/T1036/005,DEFENSE_EVASION,,,
APT3 has exploited the Adobe Flash Player vulnerability CVE-2015-3113 and Internet Explorer vulnerability CVE-2014-1776.,https://attack.mitre.org//techniques/T1203,EXECUTION,,,
"Turla has obtained information on security software, including security logging information that may indicate whether their malware has been detected.",https://attack.mitre.org//techniques/T1518/001,DISCOVERY,,,
POWERTON has the ability to dump password hashes.,https://attack.mitre.org//techniques/T1003/002,CREDENTIAL_ACCESS,,,
Commands such as net group /domain can be used in Net to gather information about and manipulate groups.,https://attack.mitre.org//techniques/T1069/002,DISCOVERY,,,
"During the SolarWinds Compromise, APT29 granted company administrator privileges to a newly created service principle.",https://attack.mitre.org//techniques/T1098/003,PERSISTENCE,PRIVILEGE_ESCALATION,,
POSHSPY uploads data in 2048-byte chunks.,https://attack.mitre.org//techniques/T1030,EXFILTRATION,,,
PLEAD has used RC4 encryption to download modules.,https://attack.mitre.org//techniques/T1573/001,COMMAND_AND_CONTROL,,,
ThiefQuest hides a copy of itself in the user's ~/Library directory by using a . at the beginning of the file name followed by 9 random characters.,https://attack.mitre.org//techniques/T1564/001,DEFENSE_EVASION,,,
The net start command can be used in Net to find information about Windows services.,https://attack.mitre.org//techniques/T1007,DISCOVERY,,,
Kessel can split the data to be exilftrated into chunks that will fit in subdomains of DNS queries.,https://attack.mitre.org//techniques/T1030,EXFILTRATION,,,
Elise configures itself as a service.,https://attack.mitre.org//techniques/T1543/003,PERSISTENCE,PRIVILEGE_ESCALATION,,
Kimsuky has used mshta.exe to run malicious scripts on the system.,https://attack.mitre.org//techniques/T1218/005,DEFENSE_EVASION,,,
"Cuba has used multiple layers of obfuscation to avoid analysis, including its Base64 encoded payload.",https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
SombRAT has the ability to run cancel or closeanddeletestorage to remove all files from storage and delete the storage temp file on a compromised host.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
Sardonic has the ability to execute the tasklist command.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
UPPERCUT has the capability to collect the current logged on user’s username from a machine.,https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
Royal can enumerate the shared resources of a given IP addresses using the API call NetShareEnum.,https://attack.mitre.org//techniques/T1135,DISCOVERY,,,
Kimsuky has lured victims into clicking malicious links.,https://attack.mitre.org//techniques/T1204/001,EXECUTION,,,
FIN13 has executed net view commands for enumeration of open shares on compromised machines.,https://attack.mitre.org//techniques/T1135,DISCOVERY,,,
Kivars has the ability to download and execute files.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
TA2541 has used WMI to query targeted systems for security products.,https://attack.mitre.org//techniques/T1047,EXECUTION,,,
Donut can download and execute previously staged shellcode payloads.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
FIN13 has leveraged WMI to move laterally within a compromised network via application servers and SQL servers.,https://attack.mitre.org//techniques/T1021/006,LATERAL_MOVEMENT,,,
Micropsia searches for anti-virus software and firewall products installed on the victim’s machine using WMI.,https://attack.mitre.org//techniques/T1518/001,DISCOVERY,,,
Crutch has automatically exfiltrated stolen files to Dropbox.,https://attack.mitre.org//techniques/T1020,EXFILTRATION,,,
Axiom has used previously compromised administrative accounts to escalate privileges.,https://attack.mitre.org//techniques/T1078,DEFENSE_EVASION,PERSISTENCE,PRIVILEGE_ESCALATION,INITIAL_ACCESS
RTM can obtain a list of smart card readers attached to the victim.,https://attack.mitre.org//techniques/T1120,DISCOVERY,,,
SysUpdate can write its configuration file to Software\Classes\scConfig in either HKEY_LOCAL_MACHINE or HKEY_CURRENT_USER.,https://attack.mitre.org//techniques/T1112,DEFENSE_EVASION,,,
"SodaMaster can use ""stackstrings"" for obfuscation.",https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
DEATHRANSOM can enumerate logical drives on a target system.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
The APT1 group is known to have used pass the hash.,https://attack.mitre.org//techniques/T1550/002,DEFENSE_EVASION,LATERAL_MOVEMENT,,
JHUHUGIT has registered itself as a scheduled task to run each time the current user logs in.,https://attack.mitre.org//techniques/T1053/005,EXECUTION,PERSISTENCE,PRIVILEGE_ESCALATION,
Taidoor uses RC4 to encrypt the message body of HTTP content.,https://attack.mitre.org//techniques/T1573/001,COMMAND_AND_CONTROL,,,
MuddyWater has used a PowerShell backdoor to check for Skype connectivity on the target machine.,https://attack.mitre.org//techniques/T1518,DISCOVERY,,,
Flagpro has relied on users clicking a malicious attachment delivered through spearphishing.,https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
APT28 has conducted credential phishing campaigns with embedded links to attacker-controlled domains.,https://attack.mitre.org//techniques/T1598/003,RECONNAISSANCE,,,
Snip3 has the ability to obfuscate strings using XOR encryption.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Transparent Tribe has embedded links to malicious downloads in e-mails.,https://attack.mitre.org//techniques/T1566/002,INITIAL_ACCESS,,,
"Magic Hound has registered fraudulent domains such as ""mail-newyorker.com"" and ""news12.com.recover-session-service.site"" to target specific victims with phishing attacks.",https://attack.mitre.org//techniques/T1583/001,RESOURCE_DEVELOPMENT,,,
"During CostaRicto, the threat actors collected data and files from compromised networks.",https://attack.mitre.org//techniques/T1005,COLLECTION,,,
Indrik Spider used fake updates for FlashPlayer plugin and Google Chrome as initial infection vectors.,https://attack.mitre.org//techniques/T1036/005,DEFENSE_EVASION,,,
"NETEAGLE allows adversaries to enumerate and modify the infected host's file system. It supports searching for directories, creating directories, listing directory contents, reading and writing to files, retrieving file attributes, and retrieving volume information.",https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
MuddyWater has used malware that can upload additional files to the victim’s machine.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
QuietSieve can download and execute payloads on a target host.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
KOCTOPUS has checked the OS version using wmic.exe and the find command.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
BloodHound can collect information about domain groups and members.,https://attack.mitre.org//techniques/T1069/002,DISCOVERY,,,
Koadic can retrieve the contents of the IP routing table as well as information about the Windows domain.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
Cobalt Strike can timestomp any files or payloads placed on a target machine to help them blend in.,https://attack.mitre.org//techniques/T1070/006,DEFENSE_EVASION,,,
HyperBro has the ability to take screenshots.,https://attack.mitre.org//techniques/T1113,COLLECTION,,,
RainyDay has the ability to uninstall itself by deleting its service and files.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
"XCSSET collects contacts and application data from files in Desktop, Documents, Downloads, Dropbox, and WeChat folders.",https://attack.mitre.org//techniques/T1005,COLLECTION,,,
EvilBunny has used WMI to gather information about the system.,https://attack.mitre.org//techniques/T1047,EXECUTION,,,
Ursnif has used tmp files to stage gathered information.,https://attack.mitre.org//techniques/T1074/001,COLLECTION,,,
WannaCry scans its local network segment for remote systems to try to exploit and copy itself to.,https://attack.mitre.org//techniques/T1018,DISCOVERY,,,
cmd can be used to find files and directories with native functionality such as dir commands.,https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
Diavol can spread throughout a network via SMB prior to encryption.,https://attack.mitre.org//techniques/T1021/002,LATERAL_MOVEMENT,,,
Rising Sun used dynamic API resolutions to various Windows APIs by leveraging LoadLibrary() and GetProcAddress().,https://attack.mitre.org//techniques/T1106,EXECUTION,,,
Molerats has used forged Microsoft code-signing certificates on malware.,https://attack.mitre.org//techniques/T1553/002,DEFENSE_EVASION,,,
Machete stores zipped files with profile data from installed web browsers.,https://attack.mitre.org//techniques/T1560,COLLECTION,,,
BRONZE BUTLER has used a tool to capture screenshots.,https://attack.mitre.org//techniques/T1113,COLLECTION,,,
SysUpdate can delete its configuration file from the targeted system.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
Mustang Panda has used a legitimately signed executable to execute a malicious payload within a DLL file.,https://attack.mitre.org//techniques/T1574/002,PERSISTENCE,PRIVILEGE_ESCALATION,DEFENSE_EVASION,
Lokibot has used several packing methods for obfuscation.,https://attack.mitre.org//techniques/T1027/002,DEFENSE_EVASION,,,
Epic uses the tasklist /v command to obtain a list of processes.,https://attack.mitre.org//techniques/T1057,DISCOVERY,,,
"FIN5 has used legitimate VPN, RDP, Citrix, or VNC credentials to maintain access to a victim environment.",https://attack.mitre.org//techniques/T1078,DEFENSE_EVASION,PERSISTENCE,PRIVILEGE_ESCALATION,INITIAL_ACCESS
FIVEHANDS can use WMI to delete files on a  target machine.,https://attack.mitre.org//techniques/T1047,EXECUTION,,,
"APT32 ran legitimately-signed executables from Symantec and McAfee which load a malicious DLL. The group also side-loads its backdoor by dropping a library and a legitimate, signed executable (AcroTranscoder).",https://attack.mitre.org//techniques/T1574/002,PERSISTENCE,PRIVILEGE_ESCALATION,DEFENSE_EVASION,
Bumblebee can search for tools used in static analysis.,https://attack.mitre.org//techniques/T1622,DEFENSE_EVASION,DISCOVERY,,
QakBot can target and steal locally stored emails to support thread hijacking phishing campaigns.,https://attack.mitre.org//techniques/T1114/001,COLLECTION,,,
"Uroburos has registered a service named WerFaultSvc, likely to spoof the legitimate Windows error reporting service.",https://attack.mitre.org//techniques/T1036/004,DEFENSE_EVASION,,,
LockerGoga has been signed with stolen certificates in order to make it look more legitimate.,https://attack.mitre.org//techniques/T1553/002,DEFENSE_EVASION,,,
Gelsemium has used unverified signatures on malicious DLLs.,https://attack.mitre.org//techniques/T1036/001,DEFENSE_EVASION,,,
CharmPower can enumerate drives and list the contents of the C: drive on a victim's computer.,https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
GoldenSpy has gathered operating system information.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
FIN7 has used the command cmd.exe /C quser to collect user session information.,https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
Cobalt Strike can exploit vulnerabilities such as MS14-058.,https://attack.mitre.org//techniques/T1068,PRIVILEGE_ESCALATION,,,
Royal can enumerate IP addresses using GetIpAddrTable.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
WINERACK can enumerate services.,https://attack.mitre.org//techniques/T1007,DISCOVERY,,,
TrickBot decodes the configuration data and modules.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
Prestige has been executed on a target system through a scheduled task created by Sandworm Team using Impacket.,https://attack.mitre.org//techniques/T1053/005,EXECUTION,PERSISTENCE,PRIVILEGE_ESCALATION,
APT30 has used spearphishing emails with malicious DOC attachments.,https://attack.mitre.org//techniques/T1566/001,INITIAL_ACCESS,,,
CookieMiner has used Google Chrome's decryption and extraction operations.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
The Regin malware platform can use Windows admin shares to move laterally.,https://attack.mitre.org//techniques/T1021/002,LATERAL_MOVEMENT,,,
ComRAT can check the default browser by querying HKCR\http\shell\open\command.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
HermeticWizard has the ability to create a new process using rundll32.,https://attack.mitre.org//techniques/T1218/011,DEFENSE_EVASION,,,
FIN13 has utilized a proxy tool to communicate between compromised assets.,https://attack.mitre.org//techniques/T1090/001,COMMAND_AND_CONTROL,,,
"For CostaRicto, the threat actors used custom malware, including PS1, CostaBricks, and SombRAT.",https://attack.mitre.org//techniques/T1587/001,RESOURCE_DEVELOPMENT,,,
Cobalt Strike uses the native Windows Network Enumeration APIs to interrogate and discover targets in a Windows Active Directory network.,https://attack.mitre.org//techniques/T1018,DISCOVERY,,,
APT32 has used RTF document that includes an exploit to execute malicious code. (CVE-2017-11882),https://attack.mitre.org//techniques/T1203,EXECUTION,,,
"GuLoader has the ability to perform anti-VM and anti-sandbox checks using string hashing, the API call EnumWindows, and checking for Qemu guest agent.",https://attack.mitre.org//techniques/T1497/001,DEFENSE_EVASION,DISCOVERY,,
"InvisiMole can collect data from the system, and can monitor changes in specified directories.",https://attack.mitre.org//techniques/T1005,COLLECTION,,,
Anchor has used cmd.exe to run its self deletion routine.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
TEMP.Veles has created staging folders in directories that were infrequently used by legitimate users or processes.,https://attack.mitre.org//techniques/T1074/001,COLLECTION,,,
Zebrocy has the capability to upload dumper tools that extract credentials from web browsers and store them in database files.,https://attack.mitre.org//techniques/T1555/003,CREDENTIAL_ACCESS,,,
"During the 2016 Ukraine Electric Power Attack, Sandworm Team used the sp_addlinkedsrvlogin command in MS-SQL to create a link between a created account and other servers in the network.",https://attack.mitre.org//techniques/T1098,PERSISTENCE,PRIVILEGE_ESCALATION,,
Volgmer executes payloads using the Windows API call CreateProcessW().,https://attack.mitre.org//techniques/T1106,EXECUTION,,,
Cryptoistic can gather data on the user of a compromised host.,https://attack.mitre.org//techniques/T1033,DISCOVERY,,,
macOS.OSAMiner has used curl to download a Stripped Payloads from a public facing adversary-controlled webpage.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
ServHelper can execute shell commands against cmd.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
"Pacu can enumerate AWS services, such as CloudTrail and CloudWatch.",https://attack.mitre.org//techniques/T1526,DISCOVERY,,,
"OSX/Shlayer can use bash scripts to check the macOS version, download payloads, and extract bytes from files. OSX/Shlayer uses the command sh -c tail -c +1381... to extract bytes at an offset from a specified file. OSX/Shlayer uses the curl -fsL ""$url"" >$tmp_path command to download malicious payloads into a temporary directory.",https://attack.mitre.org//techniques/T1059/004,EXECUTION,,,
DustySky checks for the existence of anti-virus.,https://attack.mitre.org//techniques/T1518/001,DISCOVERY,,,
Windshift has sent spearphishing emails with links to harvest credentials and deliver malware.,https://attack.mitre.org//techniques/T1566/002,INITIAL_ACCESS,,,
Aria-body has the ability to delete files and directories on compromised hosts.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
HermeticWiper can load drivers by creating a new service using the CreateServiceW API.,https://attack.mitre.org//techniques/T1543/003,PERSISTENCE,PRIVILEGE_ESCALATION,,
FIN7 has utilized the remote management tool Atera to download malware to a compromised system.,https://attack.mitre.org//techniques/T1219,COMMAND_AND_CONTROL,,,
POORAIM can conduct file browsing.,https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
PcShare can collect files and information from a compromised host.,https://attack.mitre.org//techniques/T1005,COLLECTION,,,
"During Operation CuckooBees, the threat actors used the legitimate Windows services IKEEXT and PrintNotify to side-load malicious DLLs.",https://attack.mitre.org//techniques/T1574/002,PERSISTENCE,PRIVILEGE_ESCALATION,DEFENSE_EVASION,
dsquery can be used to gather information on permission groups within a domain.,https://attack.mitre.org//techniques/T1069/002,DISCOVERY,,,
Babuk can stop specific services related to backups.,https://attack.mitre.org//techniques/T1489,IMPACT,,,
Machete searches the File system for files of interest.,https://attack.mitre.org//techniques/T1005,COLLECTION,,,
GALLIUM created high-privileged domain user accounts to maintain access to victim networks.,https://attack.mitre.org//techniques/T1136/002,PERSISTENCE,,,
Patchwork bypassed User Access Control (UAC).,https://attack.mitre.org//techniques/T1548/002,PRIVILEGE_ESCALATION,DEFENSE_EVASION,,
Higaisa performed padding with null bytes before calculating its hash.,https://attack.mitre.org//techniques/T1027/001,DEFENSE_EVASION,,,
"During Operation CuckooBees, the threat actors used the net user command to gather account information.",https://attack.mitre.org//techniques/T1087/001,DISCOVERY,,,
HEXANE has enumerated programs installed on an infected machine.,https://attack.mitre.org//techniques/T1518,DISCOVERY,,,
"During the SolarWinds Compromise, APT29 used forged SAML tokens that allowed the actors to impersonate users and bypass MFA, enabling APT29 to access enterprise cloud applications and services.",https://attack.mitre.org//techniques/T1550,DEFENSE_EVASION,LATERAL_MOVEMENT,,
EXOTIC LILY has created e-mail accounts to spoof targeted organizations.,https://attack.mitre.org//techniques/T1585/002,RESOURCE_DEVELOPMENT,,,
APT29 has gained access to a global administrator account in Azure AD and has used Service Principal credentials in Exchange.,https://attack.mitre.org//techniques/T1078/004,DEFENSE_EVASION,PERSISTENCE,PRIVILEGE_ESCALATION,INITIAL_ACCESS
Pandora has the ability to gain system privileges through Windows services.,https://attack.mitre.org//techniques/T1543/003,PERSISTENCE,PRIVILEGE_ESCALATION,,
ZxShell supports functionality for VNC sessions.,https://attack.mitre.org//techniques/T1021/005,LATERAL_MOVEMENT,,,
NightClub can use a plugin for keylogging.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
HotCroissant has the ability to retrieve a list of files in a given directory as well as drives and drive types.,https://attack.mitre.org//techniques/T1083,DISCOVERY,,,
njRAT is capable of logging keystrokes.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
"APT32 has obtained and used tools such as Mimikatz and Cobalt Strike, and a variety of other open-source tools from GitHub.",https://attack.mitre.org//techniques/T1588/002,RESOURCE_DEVELOPMENT,,,
"HyperBro has used a legitimate application to sideload a DLL to decrypt, decompress, and run a payload.",https://attack.mitre.org//techniques/T1574/002,PERSISTENCE,PRIVILEGE_ESCALATION,DEFENSE_EVASION,
Mustang Panda has installed TeamViewer on targeted systems.,https://attack.mitre.org//techniques/T1219,COMMAND_AND_CONTROL,,,
OSInfo queries the registry to look for information about Terminal Services.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
Smoke Loader adds a Visual Basic script in the Startup folder to deploy the payload.,https://attack.mitre.org//techniques/T1059/005,EXECUTION,,,
Kimsuky has obtained specific Registry keys and values on a compromised host.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
TA505 has registered domains to impersonate services such as Dropbox to distribute malware.,https://attack.mitre.org//techniques/T1583/001,RESOURCE_DEVELOPMENT,,,
FIN8 has used FTP to exfiltrate collected data.,https://attack.mitre.org//techniques/T1048/003,EXFILTRATION,,,
WannaCry will attempt to determine the local network segment it is a part of.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
TA505 has been seen injecting a DLL into winword.exe.,https://attack.mitre.org//techniques/T1055/001,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
Indrik Spider has attempted to get users to click on a malicious zipped file.,https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
Linux Rabbit attempts to gain access to the server via SSH.,https://attack.mitre.org//techniques/T1133,PERSISTENCE,INITIAL_ACCESS,,
"For Operation Dust Storm, the threat actors used UPX to pack some payloads.",https://attack.mitre.org//techniques/T1027/002,DEFENSE_EVASION,,,
Kinsing has used chmod to modify permissions on key files for use.,https://attack.mitre.org//techniques/T1222/002,DEFENSE_EVASION,,,
Mustang Panda has used ipconfig and arp to determine network configuration information.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
"During C0026, the threat actors downloaded malicious payloads onto select compromised hosts.",https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
JCry has used VBS scripts. ,https://attack.mitre.org//techniques/T1059/005,EXECUTION,,,
China Chopper's server component can download remote files.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
APT39 has used malware to decrypt encrypted CAB files.,https://attack.mitre.org//techniques/T1140,DEFENSE_EVASION,,,
ShadowPad has collected the current date and time of the victim system.,https://attack.mitre.org//techniques/T1124,DISCOVERY,,,
Milan has run C:\Windows\system32\cmd.exe /c cmd /c dir c:\users\ /s 2>&1 to discover local accounts.,https://attack.mitre.org//techniques/T1087/001,DISCOVERY,,,
MiniDuke can use control flow flattening to obscure code.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
"During the SolarWinds Compromise, APT29 used cmd.exe to execute commands on remote machines.",https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
MegaCortex has used .cmd scripts on the victim's system.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
DarkComet can launch a remote shell to execute commands on the victim’s machine.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
Leviathan has used stolen code signing certificates to sign malware.,https://attack.mitre.org//techniques/T1553/002,DEFENSE_EVASION,,,
BADHATCH can inject itself into a new svchost.exe -k netsvcs process using the asynchronous procedure call (APC) queue.,https://attack.mitre.org//techniques/T1055/004,DEFENSE_EVASION,PRIVILEGE_ESCALATION,,
"OSX/Shlayer has used a resource fork to hide a compressed binary file of itself from the terminal, Finder, and potentially evade traditional scanners.",https://attack.mitre.org//techniques/T1564/009,DEFENSE_EVASION,,,
ADVSTORESHELL can enumerate registry keys.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
HermeticWiper can compress 32-bit and 64-bit driver files with the Lempel-Ziv algorithm.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
Part of APT28's operation involved using CHOPSTICK modules to copy itself to air-gapped machines and using files written to USB sticks to transfer data and command traffic.,https://attack.mitre.org//techniques/T1091,LATERAL_MOVEMENT,INITIAL_ACCESS,,
LitePower has the ability to download payloads containing system commands to a compromised host.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
"APT28 has changed extensions on files containing exfiltrated data to make them appear benign, and renamed a web shell instance to appear as a legitimate OWA page.",https://attack.mitre.org//techniques/T1036/005,DEFENSE_EVASION,,,
"LightNeuron can store email data in files and directories specified in its configuration, such as C:\Windows\ServiceProfiles\NetworkService\appdata\Local\Temp\.",https://attack.mitre.org//techniques/T1074/001,COLLECTION,,,
REvil can use WMI to monitor for and kill specific processes listed in its configuration file.,https://attack.mitre.org//techniques/T1047,EXECUTION,,,
The White Company has the ability to delete its malware entirely from the target system.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
POLONIUM has used the AirVPN service for operational activity.,https://attack.mitre.org//techniques/T1090,COMMAND_AND_CONTROL,,,
LazyScripter has established GitHub accounts to host its toolsets.,https://attack.mitre.org//techniques/T1583/006,RESOURCE_DEVELOPMENT,,,
"During Operation Honeybee, the threat actors modified the MaoCheng dropper so its icon appeared as a Word document.",https://attack.mitre.org//techniques/T1036,DEFENSE_EVASION,,,
"WindTail can be delivered as a compressed, encrypted, and encoded payload.",https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
MuddyWater can disable the system's local proxy settings.,https://attack.mitre.org//techniques/T1562/001,DEFENSE_EVASION,,,
Carbanak encrypts strings to make analysis more difficult.,https://attack.mitre.org//techniques/T1027,DEFENSE_EVASION,,,
"During C0011, Transparent Tribe sent malicious attachments via email to student targets in India.",https://attack.mitre.org//techniques/T1566/001,INITIAL_ACCESS,,,
Torisma is only delivered to a compromised host if the victim's IP address is on an allow-list.,https://attack.mitre.org//techniques/T1480,DEFENSE_EVASION,,,
TA2541 has collected system information prior to downloading malware on the targeted host.,https://attack.mitre.org//techniques/T1082,DISCOVERY,,,
Threat Group-3390 obtained a KeePass database from a compromised host.,https://attack.mitre.org//techniques/T1555/005,CREDENTIAL_ACCESS,,,
Neoichor can gather the IP address from an infected host.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
Cobalt Strike can determine the NetBios name and  the IP addresses of targets machines including domain controllers.,https://attack.mitre.org//techniques/T1016,DISCOVERY,,,
WINDSHIELD is capable of file deletion along with other file system interaction.,https://attack.mitre.org//techniques/T1070/004,DEFENSE_EVASION,,,
Olympic Destroyer uses Windows Management Instrumentation to enumerate all systems in the network.,https://attack.mitre.org//techniques/T1018,DISCOVERY,,,
CookieMiner has loaded coinmining software onto systems to mine for Koto cryptocurrency. ,https://attack.mitre.org//techniques/T1496,IMPACT,,,
HOPLIGHT has the ability to connect to a remote host in order to upload and download files.,https://attack.mitre.org//techniques/T1105,COMMAND_AND_CONTROL,,,
Daserf hides collected data in password-protected .rar archives.,https://attack.mitre.org//techniques/T1560,COLLECTION,,,
ZxShell has a feature to create local user accounts.,https://attack.mitre.org//techniques/T1136/001,PERSISTENCE,,,
pwdump can be used to dump credentials from the SAM.,https://attack.mitre.org//techniques/T1003/002,CREDENTIAL_ACCESS,,,
Chrommme has the ability to capture screenshots.,https://attack.mitre.org//techniques/T1113,COLLECTION,,,
NightClub can use a file monitor to steal specific files from targeted systems.,https://attack.mitre.org//techniques/T1005,COLLECTION,,,
ZIRCONIUM has used a tool to query the Registry for proxy settings.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
Lazarus Group has used a custom secure delete function to overwrite file contents with data from heap memory.,https://attack.mitre.org//techniques/T1485,IMPACT,,,
The net time command can be used in Net to determine the local or remote system time.,https://attack.mitre.org//techniques/T1124,DISCOVERY,,,
Bisonal has relied on users to execute malicious file attachments delivered via spearphishing emails.,https://attack.mitre.org//techniques/T1204/002,EXECUTION,,,
"APT28 has used several malicious applications to steal user OAuth access tokens including applications masquerading as ""Google Defender"" ""Google Email Protection,"" and ""Google Scanner"" for Gmail users. They also targeted Yahoo users with applications masquerading as ""Delivery Service"" and ""McAfee Email Protection"".",https://attack.mitre.org//techniques/T1528,CREDENTIAL_ACCESS,,,
ROKRAT can capture screenshots of the infected system using the gdi32 library.,https://attack.mitre.org//techniques/T1113,COLLECTION,,,
TA505 has sent spearphishing emails containing malicious links.,https://attack.mitre.org//techniques/T1566/002,INITIAL_ACCESS,,,
PcShare can execute cmd commands on a compromised host.,https://attack.mitre.org//techniques/T1059/003,EXECUTION,,,
DarkWatchman can collect the time zone information from the system.,https://attack.mitre.org//techniques/T1124,DISCOVERY,,,
GoldenSpy has used the Ryeol HTTP Client to facilitate HTTP internet communication.,https://attack.mitre.org//techniques/T1071/001,COMMAND_AND_CONTROL,,,
FIN5 scans processes on all victim systems in the environment and uses automated scripts to pull back the results.,https://attack.mitre.org//techniques/T1059,EXECUTION,,,
KeyBoy installs a keylogger for intercepting credentials and keystrokes.,https://attack.mitre.org//techniques/T1056/001,COLLECTION,CREDENTIAL_ACCESS,,
SUNBURST collected the registry value HKEY_LOCAL_MACHINE\SOFTWARE\Microsoft\Cryptography\MachineGuid from compromised hosts.,https://attack.mitre.org//techniques/T1012,DISCOVERY,,,
jRAT can list and manage startup entries.,https://attack.mitre.org//techniques/T1037/005,PERSISTENCE,PRIVILEGE_ESCALATION,,
LAPSUS$ has gathered detailed knowledge of team structures within a target organization.,https://attack.mitre.org//techniques/T1591/004,RECONNAISSANCE,,,
Poseidon Group tools attempt to spoof anti-virus processes as a means of self-defense.,https://attack.mitre.org//techniques/T1036/005,DEFENSE_EVASION,,,
Bumblebee can capture and compress stolen credentials from the Registry and volume shadow copies.,https://attack.mitre.org//techniques/T1005,COLLECTION,,,
"Transparent Tribe has used websites with malicious hyperlinks and iframes to infect targeted victims with Crimson, njRAT, and other malicious tools.",https://attack.mitre.org//techniques/T1189,INITIAL_ACCESS,,,
